subject,sender,text,label
Invoice available #91,ci@example.com,Your monthly invoice is ready and can be viewed in your account dashboard. This message was generated for account 80912.,updates
OTP required #13,support@secure-login.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reply is not required for this notification.,phishing
You won cash #104,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
Document review #55,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Please keep this email for your records.,primary
Invoice available #41,no-reply@updates.example,Your account statement for this month is ready for download. Reference id 34164.,updates
Comment notification #85,alerts@network.example,You were invited to join a community discussion. Please keep this email for your records.,social
Invoice available #49,billing@service.example,Your package has shipped and the tracking details are now available. This message was generated for account 96563.,updates
New follower #82,updates@community.example,Someone commented on your update in the project group. Please keep this email for your records.,social
Document review #32,manager@example.com,Please review the notes and share your feedback before end of day. Please keep this email for your records.,primary
Cheap medicine offer #15,winner@unknown.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reference id 12050.,spam
Cashback deal #107,offers@market.example,Get a special discount and free shipping on selected products this weekend. Reference id 71487.,promotion
Meeting notes #96,friend@example.com,I added comments to the document and assigned the open action items. Reply is not required for this notification.,primary
Free gift now #81,winner@unknown.example,Buy cheap pills with no prescription and get a free bonus offer today. Sent from automated mail service.,spam
Project follow up #77,teammate@example.com,I added comments to the document and assigned the open action items. Reference id 26704.,primary
Statement ready #45,ci@example.com,Your package has shipped and the tracking details are now available. Sent from automated mail service.,updates
Lottery winner #105,claim@prize.example,Buy cheap pills with no prescription and get a free bonus offer today. Reply is not required for this notification.,spam
Invoice available #55,billing@service.example,Your package has shipped and the tracking details are now available. Please keep this email for your records.,updates
Coupon inside #111,promo@store.example,Get a special discount and free shipping on selected products this weekend. Reference id 65027.,promotion
Free gift now #99,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Sent from automated mail service.,spam
Meeting notes #108,teammate@example.com,I added comments to the document and assigned the open action items. Reply is not required for this notification.,primary
Cashback deal #28,promo@store.example,Use this coupon code to unlock cashback on your next purchase. Reply is not required for this notification.,promotion
Final login notice #118,security-alert@paypa1.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reply is not required for this notification.,phishing
Verify password now #70,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Sent from automated mail service.,phishing
Urgent security alert #36,verify@bank-check.example,Final notice: account suspended. Confirm OTP and login credential immediately. Sent from automated mail service.,phishing
Meeting notes #35,manager@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Sent from automated mail service.,primary
Lunch plan #76,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reply is not required for this notification.,primary
Profile activity #103,updates@community.example,You were invited to join a community discussion. Please keep this email for your records.,social
Password changed #47,ci@example.com,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Password changed #111,ci@example.com,Your account statement for this month is ready for download. This message was generated for account 48680.,updates
Cheap medicine offer #11,winner@unknown.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Please keep this email for your records.,spam
Account suspended #47,security-alert@paypa1.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reference id 72613.,phishing
New follower #25,updates@community.example,You were invited to join a community discussion. This message was generated for account 90199.,social
Prize claim #80,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Please keep this email for your records.,spam
Limited offer #120,offers@market.example,Limited time sale with exclusive deals for members only. This message was generated for account 15811.,promotion
Account suspended #31,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reply is not required for this notification.,phishing
Final login notice #81,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Sent from automated mail service.,phishing
New follower #64,notifications@social.example,You were invited to join a community discussion. Sent from automated mail service.,social
Statement ready #51,no-reply@updates.example,The deployment completed successfully and logs are attached to the build. Reference id 69048.,updates
Profile activity #70,alerts@network.example,Someone commented on your update in the project group. This message was generated for account 77568.,social
Comment notification #89,updates@community.example,Someone commented on your update in the project group. Reply is not required for this notification.,social
Profile activity #36,updates@community.example,You have new followers and reactions on your recent post. This message was generated for account 55156.,social
Document review #50,friend@example.com,Please review the notes and share your feedback before end of day. Reference id 19880.,primary
Urgent security alert #26,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. This message was generated for account 85069.,phishing
Document review #111,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Please keep this email for your records.,primary
Weekend sale #23,promo@store.example,Buy today and save more with our festival offer. Reference id 65872.,promotion
Weekend sale #119,offers@market.example,Limited time sale with exclusive deals for members only. This message was generated for account 41604.,promotion
Lunch plan #70,teammate@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Please keep this email for your records.,primary
Weekend sale #16,deals@shop.example,Get a special discount and free shipping on selected products this weekend. Please keep this email for your records.,promotion
Password changed #95,no-reply@updates.example,Your package has shipped and the tracking details are now available. This message was generated for account 56984.,updates
Cashback deal #32,deals@shop.example,Limited time sale with exclusive deals for members only. This message was generated for account 22219.,promotion
Meeting notes #12,teammate@example.com,Please review the notes and share your feedback before end of day. This message was generated for account 16006.,primary
Profile activity #98,notifications@social.example,You were invited to join a community discussion. Reply is not required for this notification.,social
Weekend sale #104,promo@store.example,Use this coupon code to unlock cashback on your next purchase. Reference id 60615.,promotion
Weekly sync #91,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Please keep this email for your records.,primary
Password changed #52,ci@example.com,The deployment completed successfully and logs are attached to the build. Reply is not required for this notification.,updates
Limited offer #88,promo@store.example,Use this coupon code to unlock cashback on your next purchase. This message was generated for account 38074.,promotion
Weekend sale #116,offers@market.example,Get a special discount and free shipping on selected products this weekend. Reply is not required for this notification.,promotion
Cashback deal #4,promo@store.example,Limited time sale with exclusive deals for members only. Sent from automated mail service.,promotion
Meeting notes #80,teammate@example.com,Please review the notes and share your feedback before end of day. This message was generated for account 31299.,primary
Urgent security alert #66,support@secure-login.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Please keep this email for your records.,phishing
Password changed #25,no-reply@updates.example,The deployment completed successfully and logs are attached to the build. Please keep this email for your records.,updates
You won cash #29,claim@prize.example,Buy cheap pills with no prescription and get a free bonus offer today. Reference id 58637.,spam
Project follow up #107,friend@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reference id 70889.,primary
Lottery winner #100,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Sent from automated mail service.,spam
Statement ready #107,no-reply@updates.example,Your package has shipped and the tracking details are now available. This message was generated for account 40162.,updates
Account suspended #91,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Reference id 74491.,phishing
Account suspended #72,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Reply is not required for this notification.,phishing
Build completed #67,billing@service.example,The deployment completed successfully and logs are attached to the build. Please keep this email for your records.,updates
Project follow up #34,friend@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Reference id 20322.,primary
OTP required #86,support@secure-login.example,Your bank login is locked. Visit www.account-verify.example and confirm details. This message was generated for account 41795.,phishing
New follower #41,updates@community.example,A colleague sent you a connection request and viewed your profile. Sent from automated mail service.,social
Free gift now #107,winner@unknown.example,You have been selected for a lottery reward. Act now to receive cash. Reply is not required for this notification.,spam
Meeting notes #2,friend@example.com,Please review the notes and share your feedback before end of day. Sent from automated mail service.,primary
Account suspended #61,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Reference id 19567.,phishing
Invoice available #11,ci@example.com,Your package has shipped and the tracking details are now available. Reply is not required for this notification.,updates
Limited offer #62,deals@shop.example,Limited time sale with exclusive deals for members only. This message was generated for account 50668.,promotion
Exclusive discount #75,promo@store.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
Group invite #28,updates@community.example,Someone commented on your update in the project group. Please keep this email for your records.,social
OTP required #78,support@secure-login.example,Your bank login is locked. Visit www.account-verify.example and confirm details. This message was generated for account 16026.,phishing
Account suspended #4,verify@bank-check.example,Final notice: account suspended. Confirm OTP and login credential immediately. Please keep this email for your records.,phishing
Invoice available #109,no-reply@updates.example,Your account statement for this month is ready for download. Reference id 92242.,updates
New connection request #6,updates@community.example,Someone commented on your update in the project group. Please keep this email for your records.,social
Urgent security alert #65,security-alert@paypa1.example,Final notice: account suspended. Confirm OTP and login credential immediately. This message was generated for account 20957.,phishing
Free gift now #96,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reply is not required for this notification.,spam
Invoice available #59,no-reply@updates.example,The deployment completed successfully and logs are attached to the build. Sent from automated mail service.,updates
Cashback deal #85,offers@market.example,Limited time sale with exclusive deals for members only. This message was generated for account 83259.,promotion
Prize claim #19,claim@prize.example,You have been selected for a lottery reward. Act now to receive cash. This message was generated for account 85511.,spam
New follower #88,notifications@social.example,Someone commented on your update in the project group. Reference id 29198.,social
Build completed #42,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Statement ready #20,ci@example.com,The deployment completed successfully and logs are attached to the build. Sent from automated mail service.,updates
Exclusive discount #91,offers@market.example,Buy today and save more with our festival offer. This message was generated for account 91006.,promotion
Coupon inside #70,deals@shop.example,Limited time sale with exclusive deals for members only. Sent from automated mail service.,promotion
Weekend sale #105,offers@market.example,Limited time sale with exclusive deals for members only. This message was generated for account 51770.,promotion
Document review #104,teammate@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Reply is not required for this notification.,primary
Urgent security alert #56,security-alert@paypa1.example,Final notice: account suspended. Confirm OTP and login credential immediately. Reply is not required for this notification.,phishing
New connection request #46,alerts@network.example,Someone commented on your update in the project group. Please keep this email for your records.,social
Comment notification #23,updates@community.example,You were invited to join a community discussion. Sent from automated mail service.,social
Project follow up #75,manager@example.com,Can we move our meeting to tomorrow afternoon after the planning call? Sent from automated mail service.,primary
New connection request #14,updates@community.example,Someone commented on your update in the project group. Sent from automated mail service.,social
You won cash #59,claim@prize.example,Buy cheap pills with no prescription and get a free bonus offer today. Reference id 93459.,spam
Meeting notes #114,teammate@example.com,Can we move our meeting to tomorrow afternoon after the planning call? This message was generated for account 29769.,primary
Urgent security alert #84,security-alert@paypa1.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reference id 50723.,phishing
Urgent security alert #1,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Sent from automated mail service.,phishing
Password changed #32,ci@example.com,Your account statement for this month is ready for download. Please keep this email for your records.,updates
Weekly sync #23,teammate@example.com,Please review the notes and share your feedback before end of day. Reference id 28131.,primary
Document review #61,friend@example.com,I added comments to the document and assigned the open action items. Please keep this email for your records.,primary
Exclusive discount #92,offers@market.example,Use this coupon code to unlock cashback on your next purchase. Reply is not required for this notification.,promotion
Delivery status #62,no-reply@updates.example,Your account statement for this month is ready for download. Please keep this email for your records.,updates
Coupon inside #109,promo@store.example,Get a special discount and free shipping on selected products this weekend. Please keep this email for your records.,promotion
Build completed #14,no-reply@updates.example,Your package has shipped and the tracking details are now available. Reference id 85470.,updates
Statement ready #87,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. This message was generated for account 23069.,updates
OTP required #29,support@secure-login.example,Final notice: account suspended. Confirm OTP and login credential immediately. Sent from automated mail service.,phishing
Limited offer #100,deals@shop.example,Use this coupon code to unlock cashback on your next purchase. Please keep this email for your records.,promotion
Project follow up #1,manager@example.com,I added comments to the document and assigned the open action items. This message was generated for account 93810.,primary
Cheap medicine offer #10,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Sent from automated mail service.,spam
Free gift now #60,claim@prize.example,You have been selected for a lottery reward. Act now to receive cash. Sent from automated mail service.,spam
Meeting notes #21,manager@example.com,I added comments to the document and assigned the open action items. Sent from automated mail service.,primary
OTP required #99,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Reply is not required for this notification.,phishing
Account suspended #17,verify@bank-check.example,URGENT: your account will expire. Verify your password at http://secure-login.example/verify. Please keep this email for your records.,phishing
Verify password now #108,support@secure-login.example,Unusual activity detected. Update your PIN and password now to restore access. Reference id 27133.,phishing
Final login notice #100,support@secure-login.example,Final notice: account suspended. Confirm OTP and login credential immediately. Reply is not required for this notification.,phishing
Project follow up #93,friend@example.com,I added comments to the document and assigned the open action items. Sent from automated mail service.,primary
Meeting notes #39,manager@example.com,I added comments to the document and assigned the open action items. Reference id 42493.,primary
Prize claim #23,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Reply is not required for this notification.,spam
Invoice available #60,billing@service.example,Your package has shipped and the tracking details are now available. Sent from automated mail service.,updates
Coupon inside #77,offers@market.example,Use this coupon code to unlock cashback on your next purchase. Reference id 21053.,promotion
Free gift now #76,sales@random.example,You have been selected for a lottery reward. Act now to receive cash. Reference id 50405.,spam
Cheap medicine offer #25,winner@unknown.example,You have been selected for a lottery reward. Act now to receive cash. This message was generated for account 72065.,spam
Delivery status #73,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Free gift now #97,winner@unknown.example,You have been selected for a lottery reward. Act now to receive cash. This message was generated for account 98208.,spam
Password changed #26,ci@example.com,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Cheap medicine offer #98,claim@prize.example,Free gift waiting for you. Click now before the offer expires!!! Reply is not required for this notification.,spam
Prize claim #102,winner@unknown.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Sent from automated mail service.,spam
Comment notification #1,updates@community.example,You were invited to join a community discussion. This message was generated for account 99742.,social
Weekly sync #29,manager@example.com,Please review the notes and share your feedback before end of day. Please keep this email for your records.,primary
Verify password now #6,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reply is not required for this notification.,phishing
New follower #8,notifications@social.example,You were invited to join a community discussion. Reply is not required for this notification.,social
Coupon inside #86,deals@shop.example,Buy today and save more with our festival offer. Sent from automated mail service.,promotion
Verify password now #7,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reply is not required for this notification.,phishing
Weekend sale #3,deals@shop.example,Use this coupon code to unlock cashback on your next purchase. Sent from automated mail service.,promotion
Invoice available #61,ci@example.com,The deployment completed successfully and logs are attached to the build. Sent from automated mail service.,updates
Statement ready #58,no-reply@updates.example,Your account statement for this month is ready for download. Reference id 75597.,updates
New follower #4,updates@community.example,You were invited to join a community discussion. Sent from automated mail service.,social
New follower #38,notifications@social.example,You have new followers and reactions on your recent post. Please keep this email for your records.,social
Prize claim #110,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. Reply is not required for this notification.,spam
OTP required #116,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reference id 75390.,phishing
Meeting notes #58,manager@example.com,Please review the notes and share your feedback before end of day. This message was generated for account 79615.,primary
Lottery winner #67,claim@prize.example,You have been selected for a lottery reward. Act now to receive cash. Reference id 20279.,spam
Weekend sale #33,offers@market.example,Limited time sale with exclusive deals for members only. Reference id 82924.,promotion
Limited offer #7,deals@shop.example,Buy today and save more with our festival offer. Reply is not required for this notification.,promotion
Final login notice #73,security-alert@paypa1.example,Unusual activity detected. Update your PIN and password now to restore access. Sent from automated mail service.,phishing
Exclusive discount #14,offers@market.example,Get a special discount and free shipping on selected products this weekend. Please keep this email for your records.,promotion
Project follow up #103,manager@example.com,Thanks for the update. Let us discuss the remaining blockers in standup. Sent from automated mail service.,primary
Invoice available #44,billing@service.example,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Delivery status #119,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Prize claim #119,sales@random.example,Buy cheap pills with no prescription and get a free bonus offer today. Reply is not required for this notification.,spam
New follower #7,alerts@network.example,You were invited to join a community discussion. Reply is not required for this notification.,social
Prize claim #63,claim@prize.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. This message was generated for account 99709.,spam
Free gift now #4,sales@random.example,Congratulations!!! You won $5000. Click the URL to claim your prize immediately. This message was generated for account 12853.,spam
Weekly sync #60,manager@example.com,Please review the notes and share your feedback before end of day. Sent from automated mail service.,primary
Cashback deal #48,promo@store.example,Limited time sale with exclusive deals for members only. This message was generated for account 89570.,promotion
Meeting notes #31,friend@example.com,Please review the notes and share your feedback before end of day. Sent from automated mail service.,primary
Build completed #105,no-reply@updates.example,Your monthly invoice is ready and can be viewed in your account dashboard. Sent from automated mail service.,updates
Final login notice #12,verify@bank-check.example,Your bank login is locked. Visit www.account-verify.example and confirm details. Reply is not required for this notification.,phishing
Weekend sale #87,promo@store.example,Limited time sale with exclusive deals for members only. This message was generated for account 57425.,promotion
Weekly sync #27,teammate@example.com,I added comments to the document and assigned the open action items. Reference id 99353.,primary
Invoice available #65,billing@service.example,The deployment completed successfully and logs are attached to the build. Reply is not required for this notification.,updates
